family,baseline_role,baseline,score_group,score_field,threshold,score,score_margin,error_type,actual_class,predicted_class,annotation_id,question_id,prompt_id,split,question_type,difficulty,fact_type,label,binary_label,span_text,token_count,question,gold_short_answer,annotation_reason,annotation_confidence,annotation_notes,gold_reference,generated_excerpt,generated_text,evidence_table_markdown
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.012074,-0.322259,false_negative,positive,negative,ann_full100_draft_q_0087_004,q_0087,p_0087,test,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,5997.25,7,What percentage of merchandise net revenue in September 2011 came from the top 3 products combined?,"In September 2011, the top 3 products contributed GBP 27,916.99 out of GBP 1,011,358.16, or 2.76% of merchandise net revenue.",Generated component amount is not one of the gold top-3 product amounts.,high,draft_round4; wrong_top3_component_amount,"{""fact_type"": ""currency_amount"", ""field"": ""top_products"", ""gold_display_value"": ""GBP 9,971.51 + GBP 9,315.03 + GBP 8,630.45"", ""gold_value"": [9971.51, 9315.03, 8630.45]}","...0.6%** of the total merchandise net revenue, as calculated by comparing their combined net revenue (6229.79 + [[5997.25]] + 6113.70 = GBP 18,730.74) to the total (GBP 1,011,358.16).","The top 3 products in September 2011 contributed **10.6%** of the total merchandise net revenue, as calculated by comparing their combined net revenue (6229.79 + 5997.25 + 6113.70 = GBP 18,730.74) to the total (GBP 1,011,358.16).","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 23355 | HOT WATER BOTTLE KEEP CALM | 6229.79 | 6254.54 | -24.75 |
| 22086 | PAPER CHAIN KIT 50'S CHRISTMAS | 5997.25 | 5997.25 | 0.00 |
| 47566 | PARTY BUNTING | 6113.70 | 6383.15 | -269.45 |
| 22423 | REGENCY CAKESTAND 3 TIER | 9315.03 | 9619.53 | -304.50 |
| 85099B | JUMBO BAG RED RETROSPOT | 8630.45 | 8880.17 | -249.72 |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 6880.76 | 6945.66 | -64.90 |
| 23243 | SET OF TEA COFFEE SUGAR TINS PANTRY | 9971.51 | 9981.41 | -9.90 |
| 22720 | SET OF 3 CAKE TINS PANTRY DESIGN | 6250.48 | 6285.13 | -34.65 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.000227,-0.334106,false_negative,positive,negative,ann_full100_draft_q_0087_005,q_0087,p_0087,test,product_revenue_share_month,hard,currency_amount,hallucinated_key_fact,1,6113.70,7,What percentage of merchandise net revenue in September 2011 came from the top 3 products combined?,"In September 2011, the top 3 products contributed GBP 27,916.99 out of GBP 1,011,358.16, or 2.76% of merchandise net revenue.",Generated component amount is not one of the gold top-3 product amounts.,high,draft_round4; wrong_top3_component_amount,"{""fact_type"": ""currency_amount"", ""field"": ""top_products"", ""gold_display_value"": ""GBP 9,971.51 + GBP 9,315.03 + GBP 8,630.45"", ""gold_value"": [9971.51, 9315.03, 8630.45]}","...the total merchandise net revenue, as calculated by comparing their combined net revenue (6229.79 + 5997.25 + [[6113.70]] = GBP 18,730.74) to the total (GBP 1,011,358.16).","The top 3 products in September 2011 contributed **10.6%** of the total merchandise net revenue, as calculated by comparing their combined net revenue (6229.79 + 5997.25 + 6113.70 = GBP 18,730.74) to the total (GBP 1,011,358.16).","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 23355 | HOT WATER BOTTLE KEEP CALM | 6229.79 | 6254.54 | -24.75 |
| 22086 | PAPER CHAIN KIT 50'S CHRISTMAS | 5997.25 | 5997.25 | 0.00 |
| 47566 | PARTY BUNTING | 6113.70 | 6383.15 | -269.45 |
| 22423 | REGENCY CAKESTAND 3 TIER | 9315.03 | 9619.53 | -304.50 |
| 85099B | JUMBO BAG RED RETROSPOT | 8630.45 | 8880.17 | -249.72 |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 6880.76 | 6945.66 | -64.90 |
| 23243 | SET OF TEA COFFEE SUGAR TINS PANTRY | 9971.51 | 9981.41 | -9.90 |
| 22720 | SET OF 3 CAKE TINS PANTRY DESIGN | 6250.48 | 6285.13 | -34.65 |"
simple,simple_best_test_auprc,one_minus_min_top2_margin,simple_uncertainty,one_minus_min_top2_margin,0.334333,0.700917,0.366584,false_positive,negative,positive,ann_full100_draft_q_0098_002,q_0098,p_0098,test,return_impact_month,hard,currency_amount,correct_key_fact,0,"GBP 38,838.51",11,"In September 2011, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 38,838.51 (3.68% of gross), leaving net revenue of GBP 1,017,596.68.","Generated reduction amount matches GBP 38,838.51.",high,draft_round4; correct_reduction_amount,"{""fact_type"": ""currency_amount"", ""field"": ""reduction_amount"", ""gold_display_value"": ""GBP 38,838.51"", ""gold_value"": 38838.51, ""tolerance"": {""absolute"": 1.0, ""relative_percent"": 0.5}}","In September 2011, cancellations and returns reduced gross positive revenue by [[GBP 38,838.51]], resulting in a net revenue of GBP 101,759.68.","In September 2011, cancellations and returns reduced gross positive revenue by GBP 38,838.51, resulting in a net revenue of GBP 101,759.68.","| year_month | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| 2011-09 | 1017596.68 | 1056435.19 | -38838.51 | 2170 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.00382,0.003595,false_positive,negative,positive,ann_full100_draft_q_0034_003,q_0034,p_0034,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,17518.68 GBP,9,"In May 2011, did Germany or France generate more net revenue, and by how much?","Germany generated more net revenue than France by GBP 8,036.17 in May 2011.","Generated France net revenue matches the gold France net revenue of GBP 17,518.68.",high,draft_round1; correct_france_amount,"{""fact_type"": ""currency_amount"", ""field"": ""country_b_net_revenue"", ""gold_display_value"": ""GBP 17,518.68"", ""gold_value"": 17518.68, ""tolerance"": {""absolute"": 1.0, ""relative_percent"": 0.5}}","France generated more net revenue ([[17518.68 GBP]]) than Germany (25554.85 GBP), with France earning an additional net revenue of -87.80 GBP. The Netherlands an...","France generated more net revenue (17518.68 GBP) than Germany (25554.85 GBP), with France earning an additional net revenue of -87.80 GBP. The Netherlands and United Kingdom have the lowest net revenues.","| country | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| France | 17518.68 | 17606.48 | -87.80 | 43 |
| Germany | 25554.85 | 25734.70 | -179.85 | 52 |
| Netherlands | 29185.88 | 29185.88 | 0.00 | 11 |
| United Kingdom | 595250.39 | 638104.89 | -42854.50 | 1806 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.014969,0.014744,false_positive,negative,positive,ann_full100_draft_q_0059_001,q_0059,p_0059,test,monthly_revenue_change,hard,month,correct_key_fact,0,November 2011,6,How did net revenue change from October 2011 to November 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 386,777.57 (36.17%) from October 2011 to November 2011.",Generated current month matches the gold current month.,high,draft_round1; monthly_change; correct_context,"{""fact_type"": ""month"", ""field"": ""current_month"", ""gold_display_value"": ""2011-11"", ""gold_value"": ""2011-11"", ""tolerance"": ""exact_normalized_match""}","The net revenue for [[November 2011]] was 145,614.50 GBP, which represents a **29.75%** increase from October 2011's 106,936.83 GBP. The absolute c...","The net revenue for November 2011 was 145,614.50 GBP, which represents a **29.75%** increase from October 2011's 106,936.83 GBP. The absolute change is **38,677.67 GBP**, and the percentage change is calculated by dividing the absolute change by the previous month's net revenue.","| year_month | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| 2011-10 | 1069368.23 | 1151263.73 | -81895.50 | 2402 |
| 2011-11 | 1456145.80 | 1503866.78 | -47720.98 | 3210 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.023611,0.023386,false_positive,negative,positive,ann_full100_draft_q_0059_004,q_0059,p_0059,test,monthly_revenue_change,hard,comparison_direction,correct_key_fact,0,increase,1,How did net revenue change from October 2011 to November 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 386,777.57 (36.17%) from October 2011 to November 2011.",Generated direction matches the gold direction.,high,draft_round1; correct_direction,"{""fact_type"": ""comparison_direction"", ""field"": ""direction"", ""gold_display_value"": ""increase"", ""gold_value"": ""increase"", ""tolerance"": ""exact_normalized_match""}","The net revenue for November 2011 was 145,614.50 GBP, which represents a **29.75%** [[increase]] from October 2011's 106,936.83 GBP. The absolute change is **38,677.67 GBP**, and the percentage change is ca...","The net revenue for November 2011 was 145,614.50 GBP, which represents a **29.75%** increase from October 2011's 106,936.83 GBP. The absolute change is **38,677.67 GBP**, and the percentage change is calculated by dividing the absolute change by the previous month's net revenue.","| year_month | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| 2011-10 | 1069368.23 | 1151263.73 | -81895.50 | 2402 |
| 2011-11 | 1456145.80 | 1503866.78 | -47720.98 | 3210 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.015261,0.015036,false_positive,negative,positive,ann_full100_draft_q_0059_005,q_0059,p_0059,test,monthly_revenue_change,hard,month,correct_key_fact,0,October 2011,6,How did net revenue change from October 2011 to November 2011? Provide the absolute change and percentage change.,"Net revenue increased by GBP 386,777.57 (36.17%) from October 2011 to November 2011.",Generated previous month matches the gold previous month.,high,draft_round1; monthly_change; correct_context,"{""fact_type"": ""month"", ""field"": ""previous_month"", ""gold_display_value"": ""2011-10"", ""gold_value"": ""2011-10"", ""tolerance"": ""exact_normalized_match""}","The net revenue for November 2011 was 145,614.50 GBP, which represents a **29.75%** increase from [[October 2011]]'s 106,936.83 GBP. The absolute change is **38,677.67 GBP**, and the percentage change is calculated by dividi...","The net revenue for November 2011 was 145,614.50 GBP, which represents a **29.75%** increase from October 2011's 106,936.83 GBP. The absolute change is **38,677.67 GBP**, and the percentage change is calculated by dividing the absolute change by the previous month's net revenue.","| year_month | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| 2011-10 | 1069368.23 | 1151263.73 | -81895.50 | 2402 |
| 2011-11 | 1456145.80 | 1503866.78 | -47720.98 | 3210 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.075874,0.075649,false_positive,negative,positive,ann_full100_draft_q_0093_002,q_0093,p_0093,test,return_impact_month,hard,currency_amount,correct_key_fact,0,"£44,600.65",10,"In April 2011, how much did cancellations and returns reduce gross positive revenue, and what was the final net revenue?","Cancellations and returns reduced gross positive revenue by GBP 44,600.65 (8.31% of gross), leaving net revenue of GBP 492,367.84.","Generated reduction amount matches GBP 44,600.65; the pound symbol is treated as GBP-compatible in this context.",high,draft_round1; correct_reduction_amount; pound_symbol_for_gbp,"{""fact_type"": ""currency_amount"", ""field"": ""reduction_amount"", ""gold_display_value"": ""GBP 44,600.65"", ""gold_value"": 44600.65, ""tolerance"": {""absolute"": 1.0, ""relative_percent"": 0.5}}","In April 2011, cancellations and returns reduced gross positive revenue by [[£44,600.65]], resulting in a final net revenue of £44,600.65.","In April 2011, cancellations and returns reduced gross positive revenue by £44,600.65, resulting in a final net revenue of £44,600.65.","| year_month | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| 2011-04 | 492367.84 | 536968.49 | -44600.65 | 1486 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.003132,0.002907,false_positive,negative,positive,ann_full100_draft_q_0015_002,q_0015,p_0015,test,top_country_month,easy,country,correct_key_fact,0,United Kingdom,2,Which country had the highest net revenue in September 2011?,"United Kingdom had the highest net revenue in September 2011 (all countries) at GBP 860,104.36.",Generated top country matches the gold top country.,high,draft_round2; correct_top_country; first_mention,"{""fact_type"": ""country"", ""field"": ""country"", ""gold_display_value"": ""United Kingdom"", ""gold_value"": ""United Kingdom"", ""tolerance"": ""exact_normalized_match""}","The country with the highest net revenue in September 2011 was the [[United Kingdom]], with a net revenue of £8,601,043.66. The United Kingdom had the highest net revenue due to its strong gross_...","The country with the highest net revenue in September 2011 was the United Kingdom, with a net revenue of £8,601,043.66. The United Kingdom had the highest net revenue due to its strong gross_positive_revenue and cancellation_return_revenue, resulting in the highest net_revenue.","| country | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| EIRE | 42476.20 | 42923.70 | -447.50 | 51 |
| France | 23198.87 | 23428.04 | -229.17 | 52 |
| Germany | 17708.56 | 18079.47 | -370.91 | 57 |
| Netherlands | 26937.26 | 26937.26 | 0.00 | 7 |
| Norway | 8678.94 | 8678.94 | 0.00 | 6 |
| Spain | 5163.74 | 5189.24 | -25.50 | 9 |
| Switzerland | 8254.96 | 8284.86 | -29.90 | 11 |
| United Kingdom | 860104.36 | 895098.64 | -34994.28 | 1933 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.028835,0.02861,false_positive,negative,positive,ann_full100_draft_q_0054_003,q_0054,p_0054,test,monthly_revenue_change,hard,comparison_direction,correct_key_fact,0,decreased,1,How did net revenue change from May 2011 to June 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 32,116.87 (-4.45%) from May 2011 to June 2011.",Generated direction matches the gold direction.,high,draft_round2; correct_direction,"{""fact_type"": ""comparison_direction"", ""field"": ""direction"", ""gold_display_value"": ""decrease"", ""gold_value"": ""decrease"", ""tolerance"": ""exact_normalized_match""}","From May 2011 to June 2011, net revenue [[decreased]] by **GBP 3,121.37**, representing a **-4.14%** change. The absolute change is **-GBP 3,121.37**, and the perc...","From May 2011 to June 2011, net revenue decreased by **GBP 3,121.37**, representing a **-4.14%** change. The absolute change is **-GBP 3,121.37**, and the percentage change is **-4.14%**.","| year_month | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| 2011-05 | 722094.10 | 769296.61 | -47202.51 | 1995 |
| 2011-06 | 689977.23 | 760547.01 | -70569.78 | 1862 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.242012,0.241787,false_positive,negative,positive,ann_full100_draft_q_0054_005,q_0054,p_0054,test,monthly_revenue_change,hard,percentage,correct_key_fact,0,-4.14%,6,How did net revenue change from May 2011 to June 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 32,116.87 (-4.45%) from May 2011 to June 2011.",Generated percentage change is within tolerance of -4.45%.,high,draft_round2; correct_percent_change; first_result_claim,"{""fact_type"": ""percentage"", ""field"": ""percent_change"", ""gold_display_value"": ""-4.45%"", ""gold_value"": -4.45, ""tolerance"": {""percentage_points"": 0.5}}","From May 2011 to June 2011, net revenue decreased by **GBP 3,121.37**, representing a **[[-4.14%]]** change. The absolute change is **-GBP 3,121.37**, and the percentage change is **-4.14%**.","From May 2011 to June 2011, net revenue decreased by **GBP 3,121.37**, representing a **-4.14%** change. The absolute change is **-GBP 3,121.37**, and the percentage change is **-4.14%**.","| year_month | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| 2011-05 | 722094.10 | 769296.61 | -47202.51 | 1995 |
| 2011-06 | 689977.23 | 760547.01 | -70569.78 | 1862 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.003829,0.003604,false_positive,negative,positive,ann_full100_draft_q_0054_007,q_0054,p_0054,test,monthly_revenue_change,hard,percentage,correct_key_fact,0,-4.14%,6,How did net revenue change from May 2011 to June 2011? Provide the absolute change and percentage change.,"Net revenue decreased by GBP 32,116.87 (-4.45%) from May 2011 to June 2011.",Generated repeats a percentage change within tolerance of -4.45%.,high,draft_round2; correct_percent_change; repeated_result_claim,"{""fact_type"": ""percentage"", ""field"": ""percent_change"", ""gold_display_value"": ""-4.45%"", ""gold_value"": -4.45, ""tolerance"": {""percentage_points"": 0.5}}","...*, representing a **-4.14%** change. The absolute change is **-GBP 3,121.37**, and the percentage change is **[[-4.14%]]**.","From May 2011 to June 2011, net revenue decreased by **GBP 3,121.37**, representing a **-4.14%** change. The absolute change is **-GBP 3,121.37**, and the percentage change is **-4.14%**.","| year_month | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| 2011-05 | 722094.10 | 769296.61 | -47202.51 | 1995 |
| 2011-06 | 689977.23 | 760547.01 | -70569.78 | 1862 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.000728,0.000503,false_positive,negative,positive,ann_full100_draft_q_0082_001,q_0082,p_0082,test,product_revenue_share_month,hard,month,correct_key_fact,0,October 2011,6,What percentage of merchandise net revenue in October 2011 came from the top product?,"In October 2011, the top product (22423 - REGENCY CAKESTAND 3 TIER) contributed GBP 12,635.34 out of GBP 1,061,714.60, or 1.19% of merchandise net revenue.",Generated month matches the gold month.,high,draft_round2; product_share; correct_context,"{""fact_type"": ""month"", ""field"": ""year_month"", ""gold_display_value"": ""2011-10"", ""gold_value"": ""2011-10"", ""tolerance"": ""exact_normalized_match""}","The top product in [[October 2011]], JUMBO BAG RED RETROSPOT, contributed 50.55% of the merchandise net revenue (GBP 9409.95).","The top product in October 2011, JUMBO BAG RED RETROSPOT, contributed 50.55% of the merchandise net revenue (GBP 9409.95).","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 22114 | HOT WATER BOTTLE TEA AND SYMPATHY | 5051.51 | 5051.51 | 0.00 |
| 23355 | HOT WATER BOTTLE KEEP CALM | 6066.69 | 6135.99 | -69.30 |
| 22086 | PAPER CHAIN KIT 50'S CHRISTMAS | 9410.54 | 10022.54 | -612.00 |
| 23284 | DOORMAT KEEP CALM AND COME IN | 10103.70 | 11590.50 | -1486.80 |
| 22386 | JUMBO BAG PINK POLKADOT | 5568.78 | 6107.68 | -538.90 |
| 22423 | REGENCY CAKESTAND 3 TIER | 12635.34 | 13255.74 | -620.40 |
| 23084 | RABBIT NIGHT LIGHT | 12249.71 | 12256.87 | -7.16 |
| 85099B | JUMBO BAG RED RETROSPOT | 9409.95 | 10485.81 | -1075.86 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,7.8e-05,-0.000147,false_negative,positive,negative,ann_full100_draft_q_0026_003,q_0026,p_0026,test,top_product_month,medium,product_stock_code,hallucinated_key_fact,1,85099B,6,"Which product had the highest merchandise net revenue in September 2011? Provide the stock code, product name, and net revenue.","23243 (SET OF TEA COFFEE SUGAR TINS PANTRY) had the highest merchandise net revenue in September 2011 at GBP 9,971.51.",Generated top product stock code is wrong; gold stock code is 23243.,high,draft_round3; wrong_top_product,"{""fact_type"": ""product_stock_code"", ""field"": ""stock_code"", ""gold_display_value"": ""23243"", ""gold_value"": ""23243"", ""tolerance"": ""exact_normalized_match""}","...the highest merchandise net revenue in September 2011 was the **JUMBO BAG RED RETROSPOT** with a stock code **[[85099B]]**, a product name, and a net revenue of **GBP 8630.45**. This product had a gross positive revenue of **GBP 8...","The product with the highest merchandise net revenue in September 2011 was the **JUMBO BAG RED RETROSPOT** with a stock code **85099B**, a product name, and a net revenue of **GBP 8630.45**. This product had a gross positive revenue of **GBP 8880.17** and a cancellation/return revenue of **-249.72**, resulting in a net revenue of **GBP 8630.45**.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 22720 | SET OF 3 CAKE TINS PANTRY DESIGN | 6250.48 | 6285.13 | -34.65 |
| 47566 | PARTY BUNTING | 6113.70 | 6383.15 | -269.45 |
| 23355 | HOT WATER BOTTLE KEEP CALM | 6229.79 | 6254.54 | -24.75 |
| 85099B | JUMBO BAG RED RETROSPOT | 8630.45 | 8880.17 | -249.72 |
| 22086 | PAPER CHAIN KIT 50'S CHRISTMAS | 5997.25 | 5997.25 | 0.00 |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 6880.76 | 6945.66 | -64.90 |
| 23243 | SET OF TEA COFFEE SUGAR TINS PANTRY | 9971.51 | 9981.41 | -9.90 |
| 22423 | REGENCY CAKESTAND 3 TIER | 9315.03 | 9619.53 | -304.50 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,8.7e-05,-0.000138,false_negative,positive,negative,ann_full100_draft_q_0026_005,q_0026,p_0026,test,top_product_month,medium,currency_amount,hallucinated_key_fact,1,GBP 8880.17,9,"Which product had the highest merchandise net revenue in September 2011? Provide the stock code, product name, and net revenue.","23243 (SET OF TEA COFFEE SUGAR TINS PANTRY) had the highest merchandise net revenue in September 2011 at GBP 9,971.51.","Generated gross-positive revenue is for the wrong product; gold top-product gross-positive revenue is GBP 9,981.41.",high,draft_round3; wrong_top_product_supporting_amount; gross_positive_revenue,"{""fact_type"": ""currency_amount"", ""field"": ""top_product_gross_positive_revenue"", ""gold_display_value"": ""GBP 9,981.41"", ""gold_value"": 9981.41, ""tolerance"": {""absolute"": 1.0, ""relative_percent"": 0.5}}","...5099B**, a product name, and a net revenue of **GBP 8630.45**. This product had a gross positive revenue of **[[GBP 8880.17]]** and a cancellation/return revenue of **-249.72**, resulting in a net revenue of **GBP 8630.45**.","The product with the highest merchandise net revenue in September 2011 was the **JUMBO BAG RED RETROSPOT** with a stock code **85099B**, a product name, and a net revenue of **GBP 8630.45**. This product had a gross positive revenue of **GBP 8880.17** and a cancellation/return revenue of **-249.72**, resulting in a net revenue of **GBP 8630.45**.","| stock_code | product_name | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp |
| --- | --- | --- | --- | --- |
| 22720 | SET OF 3 CAKE TINS PANTRY DESIGN | 6250.48 | 6285.13 | -34.65 |
| 47566 | PARTY BUNTING | 6113.70 | 6383.15 | -269.45 |
| 23355 | HOT WATER BOTTLE KEEP CALM | 6229.79 | 6254.54 | -24.75 |
| 85099B | JUMBO BAG RED RETROSPOT | 8630.45 | 8880.17 | -249.72 |
| 22086 | PAPER CHAIN KIT 50'S CHRISTMAS | 5997.25 | 5997.25 | 0.00 |
| 85123A | WHITE HANGING HEART T-LIGHT HOLDER | 6880.76 | 6945.66 | -64.90 |
| 23243 | SET OF TEA COFFEE SUGAR TINS PANTRY | 9971.51 | 9981.41 | -9.90 |
| 22423 | REGENCY CAKESTAND 3 TIER | 9315.03 | 9619.53 | -304.50 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.002641,0.002416,false_positive,negative,positive,ann_full100_draft_q_0039_003,q_0039,p_0039,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,"25,017.64 GBP",10,"In October 2011, did Germany or France generate more net revenue, and by how much?","Germany generated more net revenue than France by GBP 5,586.63 in October 2011.","Generated France net revenue matches the gold France net revenue of GBP 25,017.64.",high,draft_round3; correct_france_amount,"{""fact_type"": ""currency_amount"", ""field"": ""country_b_net_revenue"", ""gold_display_value"": ""GBP 25,017.64"", ""gold_value"": 25017.64, ""tolerance"": {""absolute"": 1.0, ""relative_percent"": 0.5}}","France generated more net revenue ([[25,017.64 GBP]]) than Germany (30,604.27 GBP), with France earning a net revenue of -8,453.41 GBP. The difference in net reve...","France generated more net revenue (25,017.64 GBP) than Germany (30,604.27 GBP), with France earning a net revenue of -8,453.41 GBP. The difference in net revenue is 5,586.83 GBP.","| country | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| France | 25017.64 | 33471.05 | -8453.41 | 43 |
| Germany | 30604.27 | 31628.42 | -1024.15 | 73 |
| Netherlands | 40708.65 | 40708.65 | 0.00 | 15 |
| United Kingdom | 876246.45 | 935404.14 | -59157.69 | 2126 |"
energy,energy_best_test_f1,mean_spilled_probability_mass_after_top2,probability_mass_control,mean_spilled_probability_mass_after_top2,0.000225,0.021932,0.021707,false_positive,negative,positive,ann_full100_draft_q_0039_006,q_0039,p_0039,test,country_comparison_month,medium,currency_amount,correct_key_fact,0,"5,586.83 GBP",9,"In October 2011, did Germany or France generate more net revenue, and by how much?","Germany generated more net revenue than France by GBP 5,586.63 in October 2011.","Generated comparison difference is within tolerance of GBP 5,586.63.",high,draft_round3; correct_difference,"{""fact_type"": ""currency_amount"", ""field"": ""revenue_delta"", ""gold_display_value"": ""GBP 5,586.63"", ""gold_value"": 5586.63, ""tolerance"": {""absolute"": 1.0, ""relative_percent"": 0.5}}","...Germany (30,604.27 GBP), with France earning a net revenue of -8,453.41 GBP. The difference in net revenue is [[5,586.83 GBP]].","France generated more net revenue (25,017.64 GBP) than Germany (30,604.27 GBP), with France earning a net revenue of -8,453.41 GBP. The difference in net revenue is 5,586.83 GBP.","| country | net_revenue_gbp | gross_positive_revenue_gbp | cancellation_return_revenue_gbp | invoice_count |
| --- | --- | --- | --- | --- |
| France | 25017.64 | 33471.05 | -8453.41 | 43 |
| Germany | 30604.27 | 31628.42 | -1024.15 | 73 |
| Netherlands | 40708.65 | 40708.65 | 0.00 | 15 |
| United Kingdom | 876246.45 | 935404.14 | -59157.69 | 2126 |"
